,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,MONEY,Year
90,Cameron Tringale,96,70.920,281.8,68.50,64.58,.125,.244,.369,"1,390",3,,"$1,837,164",2015
91,Ben Martin,93,70.950,288.1,65.09,68.70,.127,.153,.280,"1,417",5,1,"$2,717,305",2015
92,Chris Kirk,76,70.959,285.8,61.97,64.54,.065,.350,.414,"1,291",3,1,"$2,369,326",2015
93,Gary Woodland,81,70.982,305.5,56.21,66.74,.077,.121,.198,"1,300",4,,"$2,605,083",2015
94,Morgan Hoffmann,85,70.988,296.1,54.83,61.11,.232,-.035,.196,749,2,,"$1,111,240",2015
95,Mark Wilson,89,70.991,279.2,64.53,67.84,-.065,.092,.026,681,3,,"$851,845",2015
96,Adam Hadwin,95,71.021,288.2,65.43,66.55,.235,-.051,.183,584,3,,"$937,611",2015
97,Sean O'Hair,86,71.030,295.3,60.74,64.34,.169,.012,.180,"1,293",3,,"$1,662,300",2015
98,Scott Langley,94,71.032,280.5,61.90,64.67,.018,.108,.126,448,,,"$638,182",2015
99,Sangmoon Bae,98,71.036,289.8,60.03,62.93,.260,-.201,.059,390,5,1,"$2,599,632",2015
100,John Huh,102,71.037,279.8,69.44,64.85,.279,-.191,.088,565,,,"$678,556",2015
101,Cameron Percy,72,71.039,290.0,60.31,67.78,-.142,.163,.020,361,1,,"$575,943",2015
102,Billy Hurley III,83,71.043,271.9,65.91,65.26,.311,-.423,-.112,420,1,,"$591,450",2015
103,Billy Horschel,99,71.050,295.0,63.77,69.33,.244,.202,.446,"1,051",2,,"$1,735,751",2015
104,Camilo Villegas,83,71.067,292.2,54.12,63.05,.195,-.019,.176,757,,,"$718,497",2015
105,Steve Wheatcroft,87,71.072,288.3,63.03,64.59,.345,-.383,-.038,536,2,,"$973,024",2015
106,Alex Prugh,84,71.089,295.2,62.03,70.14,-.055,.051,-.004,433,2,,"$636,373",2015
107,John Senden,80,71.090,290.2,66.60,67.26,-.061,.142,.082,848,3,,"$1,422,033",2015
108,David Toms,62,71.092,270.0,74.50,64.66,-.102,.178,.076,383,2,,"$742,470",2015
109,Charl Schwartzel,67,71.093,300.4,60.81,64.99,-.555,.629,.073,584,3,,"$1,209,528",2015
110,Steven Alker,62,71.094,278.3,71.41,66.57,-.146,.163,.017,216,,,"$236,862",2015
111,Whee Kim,71,71.097,282.4,60.40,68.20,-.093,.081,-.013,393,2,,"$755,998",2015
112,Carlos Ortiz,100,71.098,298.4,59.84,66.84,.172,-.048,.124,711,1,,"$964,137",2015
113,Jamie Donaldson,50,71.102,294.9,60.09,63.83,.349,-.008,.341,447,2,,"$938,664",2015
114,Scott Pinckney,88,71.103,290.3,60.95,67.61,.294,-.426,-.131,761,3,,"$1,259,389",2015
115,Alex Cejka,94,71.117,283.3,63.78,65.70,-.232,.015,-.217,859,1,1,"$1,227,196",2015
116,Hunter Mahan,88,71.124,295.1,58.91,65.79,.390,-.270,.120,"1,208",4,,"$1,617,973",2015
117,Blayne Barber,76,71.127,288.6,63.72,66.44,.313,-.297,.015,380,4,,"$768,383",2015
118,Chez Reavie,56,71.146,286.3,71.89,69.64,-.262,.342,.080,268,,,"$331,623",2015
119,Michael Putnam,87,71.156,288.8,61.47,70.13,-.526,.373,-.153,407,,,"$557,803",2015
120,Chris Stroud,84,71.194,283.0,64.22,65.67,-.176,.178,.002,531,2,,"$746,814",2015
121,FabiÃ¡n GÃ³mez,83,71.207,283.2,60.88,63.52,.062,-.386,-.324,"1,069",2,1,"$1,651,012",2015
122,Luke Guthrie,84,71.211,283.9,58.86,63.75,.110,-.147,-.037,373,1,,"$575,150",2015
123,Aaron Baddeley,76,71.218,294.1,50.29,62.46,.722,-.945,-.223,336,1,,"$439,925",2015
124,Mark Hubbard,79,71.227,278.5,66.32,66.81,-.102,-.281,-.383,274,,,"$293,980",2015
125,Erik Compton,86,71.228,288.4,59.31,63.18,.469,-.385,.084,471,1,,"$676,602",2015
126,Michael Thompson,83,71.230,289.3,58.24,65.43,.153,-.349,-.195,378,1,,"$599,835",2015
127,Jonas Blixt,78,71.238,287.6,60.26,62.71,.122,-.562,-.440,471,1,,"$703,664",2015
128,Ryo Ishikawa,90,71.246,289.2,56.39,66.41,-.103,.052,-.051,476,2,,"$851,044",2015
129,Jason Gore,76,71.273,290.4,66.67,67.52,-.067,.157,.089,712,2,,"$1,101,246",2015
130,Kevin Streelman,95,71.282,289.5,68.63,68.99,-.219,.352,.133,840,2,,"$1,525,774",2015
131,Davis Love III,51,71.289,294.7,64.94,67.43,-.347,-.031,-.377,735,2,1,"$1,263,596",2015
132,Lucas Glover,79,71.291,296.9,63.82,70.46,-1.351,1.170,-.181,375,,,"$515,241",2015
133,Ken Duke,93,71.306,278.1,67.91,64.17,-.222,-.156,-.378,523,3,,"$817,675",2015
134,Jhonattan Vegas,90,71.326,299.9,56.01,65.44,.086,-.353,-.267,353,,,"$446,345",2015
135,Roberto Castro,54,71.334,279.8,65.76,66.11,-.732,.612,-.120,167,,,"$179,723",2015
136,J.J. Henry,94,71.334,292.3,60.29,69.88,-.414,.105,-.308,716,1,1,"$1,046,123",2015
137,John Merrick,78,71.334,285.0,68.32,67.64,-.775,.420,-.356,311,,,"$391,513",2015
138,Brian Stuard,97,71.341,276.5,69.31,63.20,.116,-.356,-.240,447,1,,"$687,109",2015
139,Greg Chalmers,58,71.363,281.5,62.17,63.79,.529,-1.133,-.605,242,,,"$291,016",2015
140,K.J. Choi,66,71.372,276.5,64.09,63.80,.415,-.159,.256,358,,,"$448,864",2015
141,Nicholas Thompson,90,71.396,286.0,68.70,68.60,-.493,-.219,-.712,442,1,,"$667,185",2015
142,Andres Gonzales,90,71.427,294.5,58.06,66.67,.177,-.714,-.537,531,3,,"$925,335",2015
143,Andres Romero,69,71.427,295.3,52.67,61.70,.190,-.563,-.374,312,2,,"$617,253",2015
144,Derek Fathauer,81,71.431,288.8,51.63,61.33,.301,-.474,-.173,263,1,,"$482,023",2015
145,Derek Ernst,75,71.453,295.1,64.30,66.51,-.516,-.015,-.531,250,,,"$320,095",2015
146,Brice Garnett,81,71.453,287.1,61.25,68.28,-.089,-.443,-.532,398,1,,"$637,789",2015
147,Troy Merritt,91,71.458,285.2,62.83,63.37,.384,-.579,-.195,"1,148",3,1,"$2,092,669",2015
148,Seung-Yul Noh,65,71.465,292.7,54.87,65.90,.066,-.220,-.154,432,1,,"$711,609",2015
149,Sung Joon Park,79,71.469,283.7,65.73,64.72,-.421,-.167,-.588,426,1,,"$597,103",2015
150,Bo Van Pelt,81,71.497,289.5,60.73,66.88,.118,-.368,-.250,322,2,,"$580,611",2015
151,Gonzalo Fernandez-CastaÃ±o,81,71.500,289.3,60.97,63.92,-.522,-.125,-.646,272,,,"$312,053",2015
152,Greg Owen,58,71.512,293.8,59.63,69.25,-.798,.572,-.226,608,2,,"$1,180,794",2015
153,Justin Leonard,61,71.517,271.6,71.70,62.57,.231,-.544,-.313,188,,,"$219,175",2015
154,Geoff Ogilvy,50,71.559,293.7,59.59,66.55,-.692,.260,-.432,350,1,,"$653,925",2015
155,Jonathan Randolph,72,71.606,287.2,55.19,64.37,.132,-.850,-.718,209,,,"$256,066",2015
156,Ricky Barnes,82,71.647,283.3,54.10,60.47,.159,-.555,-.396,347,1,,"$614,455",2015
157,Brian Davis,86,71.656,275.5,67.66,62.26,.081,-.593,-.512,387,2,,"$656,534",2015
158,Retief Goosen,81,71.667,292.6,56.57,62.19,.027,-.365,-.338,519,3,,"$921,830",2015
159,Sam Saunders,83,71.668,293.2,64.00,65.23,-.136,-.360,-.496,413,1,,"$578,571",2015
160,Tyrone Van Aswegen,58,71.684,285.6,53.39,66.77,-.152,-.428,-.580,142,,,"$168,234",2015
161,D.A. Points,72,71.701,280.8,56.37,64.29,-.054,-.396,-.451,244,,,"$390,607",2015
162,Nick Taylor,91,71.716,292.3,56.05,64.41,.112,-.489,-.377,613,1,1,"$1,072,360",2015
163,Ãngel Cabrera,53,71.734,299.7,55.90,64.88,-.572,-.032,-.604,208,,,"$381,942",2015
164,Max Homa,78,71.763,294.2,56.45,62.99,-.110,-.619,-.729,278,1,,"$380,339",2015
165,Robert Garrigus,70,71.774,301.7,56.72,63.97,-.697,-.189,-.887,226,,,"$253,699",2015
166,Bill Lunde,50,71.796,287.7,63.59,68.72,-.520,-.724,-1.244,117,,,"$128,788",2015
167,Chesson Hadley,101,71.798,290.7,56.87,63.59,.168,-.525,-.357,630,3,,"$1,135,529",2015
168,Byron Smith,59,71.801,291.9,58.15,68.89,-.597,-.276,-.873,96,,,"$153,930",2015
169,Ernie Els,57,71.830,291.7,56.79,64.52,-.609,.009,-.600,233,,,"$453,579",2015
170,Tim Wilkinson,73,71.944,279.1,63.09,62.44,-.278,-.569,-.847,183,,,"$171,654",2015
171,Padraig Harrington,60,71.950,290.5,51.72,61.02,-.493,-.263,-.756,610,1,1,"$1,330,852",2015
172,Scott Stallings,60,71.961,291.8,57.74,65.00,-.392,-.166,-.558,447,1,,"$919,619",2015
173,Ben Crane,62,71.975,271.0,67.49,63.22,.201,-.759,-.558,182,,,"$203,254",2015
174,Eric Axley,57,71.977,286.4,55.54,61.21,.150,-1.101,-.952,152,,,"$170,687",2015
175,Charlie Beljan,76,72.010,309.8,62.61,65.51,-.799,-.134,-.933,369,1,,"$782,546",2015
176,Oscar Fraustro,58,72.080,289.5,61.78,63.17,-.283,-1.034,-1.316,171,1,,"$262,475",2015
177,Robert Allenby,63,72.102,282.7,63.06,66.67,-.754,-.215,-.970,169,1,,"$271,887",2015
178,Andrew Svoboda,80,72.119,287.1,59.32,63.60,-.026,-1.041,-1.067,266,1,,"$418,963",2015
179,Andrew Putnam,68,72.278,278.7,54.98,59.90,.525,-1.430,-.905,192,,,"$282,879",2015
180,Heath Slocum,57,72.362,275.8,69.51,62.79,-.594,-.970,-1.564,62,,,"$122,480",2015
181,Matt Every,73,72.419,286.6,51.52,58.10,.075,-1.043,-.968,727,1,1,"$1,521,816",2015
182,Jim Renner,68,72.431,283.3,57.44,65.24,-.995,-.454,-1.449,63,,,"$90,668",2015
183,Roger Sloan,56,72.533,293.6,59.45,63.14,-.502,-1.103,-1.605,103,,,"$133,048",2015
0,Dustin Johnson,87,69.172,313.6,57.17,67.82,.328,1.664,1.993,"2,380",15,3,"$9,365,185",2016
1,Jason Day,76,69.313,304.2,50.46,67.23,1.130,.987,2.118,"1,440",10,3,"$8,045,112",2016
2,Adam Scott,79,69.470,304.6,55.55,70.76,-.168,2.062,1.894,"1,930",9,2,"$6,473,090",2016
3,Jordan Spieth,80,69.520,295.4,58.14,63.52,.758,.811,1.569,"1,168",8,2,"$5,538,470",2016
4,Phil Mickelson,75,69.582,294.8,54.82,66.05,.565,.799,1.364,548,6,,"$4,022,628",2016
5,Rory McIlroy,69,69.646,306.8,61.06,69.62,-.207,1.888,1.681,"3,120",8,2,"$5,790,585",2016
6,Matt Kuchar,100,69.844,285.8,65.67,67.82,.381,.932,1.314,526,10,,"$3,819,678",2016
7,Paul Casey,77,69.950,295.2,64.67,70.80,.112,1.260,1.372,"1,880",7,,"$3,885,560",2016
8,Brooks Koepka,75,69.956,302.6,58.60,66.98,.445,.648,1.092,"1,541",7,,"$3,322,393",2016
9,Steve Stricker,53,69.996,278.0,63.23,63.00,.620,.101,.721,815,3,,"$1,418,647",2016
10,Sergio Garcia,54,69.999,299.9,61.76,70.15,-.388,1.189,.801,"1,566",4,1,"$3,242,156",2016
11,Charl Schwartzel,73,70.004,296.7,56.86,68.73,-.137,1.180,1.043,430,5,1,"$2,936,027",2016
12,Hideki Matsuyama,76,70.034,294.5,62.04,68.11,-.025,1.315,1.290,728,8,1,"$4,193,954",2016
13,Rickie Fowler,80,70.118,301.6,58.69,69.26,.153,1.224,1.378,"1,607",8,,"$2,713,563",2016
14,Jim Furyk,52,70.130,280.8,69.09,68.27,.067,.463,.530,745,3,,"$1,538,204",2016
15,Justin Rose,65,70.148,303.9,57.90,67.92,-.197,1.325,1.128,"1,191",5,,"$2,085,365",2016
16,Patrick Reed,105,70.170,297.4,55.96,64.65,.280,.746,1.026,"1,986",11,1,"$5,679,575",2016
17,Brandt Snedeker,93,70.203,292.6,58.69,65.67,.343,.518,.860,592,7,1,"$3,960,142",2016
18,Branden Grace,63,70.204,295.6,55.14,66.76,-.105,.960,.855,"1,443",6,1,"$2,878,868",2016
19,Jason Dufner,105,70.212,293.2,62.83,70.15,-.353,.840,.488,522,6,1,"$2,879,884",2016
20,Ryan Palmer,86,70.229,304.7,57.88,67.83,-.094,.868,.774,"1,545",3,,"$1,794,141",2016
21,Gary Woodland,95,70.234,306.1,56.69,68.74,-.130,1.097,.968,510,4,,"$2,392,044",2016
22,Kevin Na,96,70.298,279.6,65.30,66.73,.074,.553,.627,400,8,,"$3,441,291",2016
23,Ryan Moore,86,70.317,283.2,66.52,65.78,.351,.544,.895,"1,336",9,1,"$3,701,034",2016
24,Russell Knox,92,70.319,285.8,68.51,69.73,-.054,.560,.506,992,4,2,"$4,885,906",2016
25,Louis Oosthuizen,63,70.327,294.0,61.67,68.15,-.021,.857,.836,"1,468",3,,"$2,422,079",2016
26,Bubba Watson,72,70.333,310.6,55.11,69.16,-.367,1.359,.992,478,4,1,"$3,492,842",2016
27,Daniel Berger,92,70.339,298.4,56.68,67.67,.175,.718,.893,422,6,1,"$3,290,764",2016
28,Webb Simpson,70,70.359,286.3,62.17,67.14,-.482,1.149,.667,750,2,,"$1,450,355",2016
29,Zach Johnson,90,70.364,280.1,65.23,64.53,.395,.214,.609,"1,071",5,,"$1,718,703",2016
30,William McGirt,98,70.393,287.6,65.28,67.35,.360,.598,.958,432,7,1,"$3,614,972",2016
31,Jimmy Walker,85,70.393,301.3,48.31,63.96,.243,.649,.892,652,5,1,"$4,148,546",2016
32,Charles Howell III,91,70.418,303.4,52.60,68.01,.133,.540,.673,"1,191",5,,"$1,974,962",2016
33,Francesco Molinari,64,70.436,286.7,63.76,64.93,-.296,.859,.562,550,3,,"$1,083,155",2016
34,Bill Haas,86,70.444,289.6,62.34,67.14,-.174,.693,.519,"1,285",6,,"$2,390,199",2016
35,Harris English,97,70.463,299.2,55.01,64.83,.592,-.017,.574,"1,270",3,,"$2,014,283",2016
36,Kevin Kisner,97,70.489,289.0,64.92,65.19,.667,-.119,.548,436,6,1,"$3,424,354",2016
37,Kevin Chappell,93,70.501,296.3,60.68,66.37,-.310,1.080,.770,"1,320",8,,"$4,501,050",2016
38,J.B. Holmes,77,70.523,314.5,51.68,65.17,-.153,.634,.481,360,6,,"$2,969,608",2016
39,Lucas Glover,75,70.534,298.3,64.37,71.63,-.192,.764,.572,590,2,,"$948,927",2016
40,Billy Horschel,73,70.548,293.0,60.71,67.70,.076,.733,.810,"1,199",5,,"$1,744,571",2016
41,Marc Leishman,89,70.554,295.0,60.55,65.31,.252,.258,.510,923,2,,"$1,566,824",2016
42,Russell Henley,76,70.558,295.6,63.15,68.27,.193,.366,.560,726,4,,"$1,228,347",2016
43,Si Woo Kim,113,70.560,293.5,62.84,64.83,-.109,.608,.499,534,5,1,"$3,086,369",2016
44,Chad Campbell,90,70.566,287.9,64.39,68.15,-.256,.821,.565,829,3,,"$1,168,073",2016
45,Jason Kokrak,89,70.570,307.4,58.41,68.66,-.270,.830,.560,"1,554",4,,"$1,934,250",2016
46,Justin Thomas,99,70.571,301.3,53.94,65.63,-.185,.506,.320,748,7,1,"$4,126,366",2016
47,Retief Goosen,55,70.581,288.8,56.40,62.73,.462,.151,.613,380,,,"$745,735",2016
48,Roberto Castro,97,70.588,284.2,69.37,69.13,-.257,.844,.587,448,4,,"$2,520,574",2016
49,Emiliano Grillo,93,70.637,294.3,66.93,68.52,-.056,.534,.479,902,3,1,"$3,371,705",2016
50,Shane Lowry,57,70.640,298.7,61.85,64.51,.060,.491,.551,615,2,,"$1,585,436",2016
51,Charley Hoffman,91,70.658,298.2,54.80,64.58,-.036,.598,.562,"1,383",1,1,"$2,350,239",2016
52,Chez Reavie,90,70.661,287.3,68.22,68.09,-.262,.761,.500,772,2,,"$1,086,964",2016
53,Alex Cejka,71,70.675,281.5,65.89,67.99,.011,.631,.642,754,4,,"$1,566,308",2016
54,Sean O'Hair,89,70.677,302.2,58.84,67.17,.208,.163,.371,416,2,,"$1,702,713",2016
55,Tim Wilkinson,72,70.704,279.3,62.36,64.71,.336,.225,.561,426,1,,"$708,623",2016
56,John Senden,88,70.717,289.7,60.07,68.86,.329,.180,.510,719,1,,"$989,841",2016
57,Adam Hadwin,93,70.719,290.1,63.62,66.07,.529,-.003,.526,748,2,,"$1,067,809",2016
58,Keegan Bradley,82,70.741,300.0,64.57,69.58,-.631,.929,.298,605,2,,"$899,985",2016
59,Luke List,79,70.754,306.9,50.98,67.17,-.273,.709,.436,481,2,,"$751,001",2016
60,Daniel Summerhays,99,70.771,288.0,58.65,63.02,.592,-.356,.236,975,2,,"$2,045,968",2016
61,Johnson Wagner,86,70.781,289.4,61.13,69.38,.273,.095,.368,808,3,,"$1,083,787",2016
62,Ricky Barnes,97,70.784,287.6,54.27,65.77,.386,-.091,.295,844,4,,"$1,158,800",2016
63,Colt Knost,90,70.785,269.7,73.36,65.25,.384,-.060,.324,803,3,,"$1,594,587",2016
64,Tony Finau,95,70.797,312.2,52.48,65.09,-.108,.226,.118,"1,314",2,1,"$1,814,790",2016
65,Freddie Jacobson,86,70.809,280.3,59.03,64.86,.478,-.432,.047,714,3,,"$1,354,196",2016
66,Patrick Rodgers,89,70.833,300.5,57.74,69.22,-.193,.504,.311,827,3,,"$1,290,336",2016
67,Stewart Cink,61,70.846,296.9,58.40,70.40,-.398,.459,.062,331,,,"$437,855",2016
68,Billy Hurley III,66,70.846,277.7,65.36,62.71,.433,-.084,.348,"1,121",2,1,"$1,770,400",2016
69,Robert Garrigus,69,70.848,303.3,53.91,69.32,-.213,.844,.632,558,3,,"$1,024,900",2016
70,Scott Piercy,87,70.855,297.9,59.41,67.33,-.286,.478,.192,"1,497",3,,"$2,905,349",2016
71,Brendan Steele,88,70.855,302.2,60.29,68.72,-.257,.532,.275,"1,001",2,,"$1,589,266",2016
72,Sung Kang,89,70.856,292.4,59.36,65.26,.186,-.182,.004,679,2,,"$979,576",2016
73,Martin Laird,82,70.867,298.5,55.14,67.66,.157,.140,.297,811,3,,"$1,224,680",2016
74,David Hearn,95,70.870,281.2,65.94,68.25,.214,.311,.525,"1,084",2,,"$1,211,514",2016
75,David Toms,62,70.872,269.7,67.98,65.50,.132,.248,.380,455,1,,"$774,522",2016
76,Hudson Swafford,104,70.875,306.9,61.43,68.80,.203,.100,.302,981,1,,"$1,027,314",2016
77,Aaron Baddeley,93,70.888,291.7,55.42,63.11,.581,-.347,.234,922,5,1,"$1,644,915",2016
78,Jamie Lovemark,91,70.896,304.8,57.32,65.32,.142,.321,.463,"1,232",5,,"$1,940,890",2016
79,Graeme McDowell,63,70.899,281.4,67.70,64.44,-.208,.030,-.178,"1,250",5,1,"$2,596,170",2016
80,Bryce Molder,80,70.901,280.2,62.53,61.32,.553,-.013,.540,718,5,,"$1,353,385",2016
81,Jhonattan Vegas,97,70.903,304.4,56.57,69.71,.098,.505,.604,362,5,1,"$2,478,980",2016
82,Ben Crane,80,70.908,280.3,63.18,63.60,.216,.037,.253,500,1,,"$607,892",2016
83,Luke Donald,81,70.918,282.9,56.69,64.61,.148,.230,.378,"1,055",2,,"$1,634,515",2016
84,Chris Kirk,90,70.920,285.9,62.02,64.05,-.006,.660,.653,"1,167",3,,"$1,762,335",2016
85,Patton Kizzire,93,70.921,291.3,55.23,64.48,.460,-.077,.382,760,5,,"$1,468,624",2016
86,Spencer Levin,104,70.927,281.3,67.79,66.33,.008,.230,.238,690,2,,"$1,179,882",2016
87,Jerry Kelly,76,70.937,278.2,71.20,66.67,-.214,.381,.167,834,2,,"$1,328,657",2016
88,Stuart Appleby,71,70.950,282.7,62.24,61.43,.202,-.025,.176,360,,,"$500,214",2016
89,Kyle Reifers,115,70.965,287.3,65.29,67.62,.102,.047,.148,"1,013",5,,"$1,539,578",2016
90,Scott Stallings,74,70.966,295.5,56.95,66.11,-.291,.449,.158,443,1,,"$697,434",2016
91,Kyle Stanley,92,70.986,288.1,64.54,67.17,-.131,.272,.141,501,,,"$580,734",2016
92,Brett Stegmaier,87,70.995,295.3,60.93,66.80,-.060,.108,.048,559,3,,"$1,086,714",2016
93,Brian Harman,104,70.996,289.7,63.41,64.85,.485,-.225,.260,"1,187",2,,"$1,299,801",2016
94,Boo Weekley,83,71.000,291.5,66.98,67.87,-.225,.307,.082,532,2,,"$991,660",2016
95,Smylie Kaufman,91,71.015,299.0,52.91,66.29,.134,.188,.322,"1,409",4,1,"$2,508,174",2016
96,Vaughn Taylor,72,71.028,287.0,61.59,64.43,-.424,.457,.033,"1,006",1,1,"$1,640,750",2016
97,Blayne Barber,84,71.032,289.6,62.37,66.74,.010,.088,.099,628,1,,"$768,585",2016
98,Padraig Harrington,54,71.032,289.6,60.66,62.96,-.342,.275,-.067,393,1,,"$654,929",2016
99,Harold Varner III,92,71.045,302.0,59.33,66.24,-.377,.478,.101,819,4,,"$1,327,320",2016
100,David Lingmerth,84,71.050,284.8,67.36,63.99,.055,.206,.261,925,2,,"$1,863,783",2016
101,Kevin Streelman,82,71.054,289.1,64.37,69.17,-.383,.447,.064,"1,042",2,,"$1,601,177",2016
102,Willy Wilcox,67,71.055,292.9,59.34,63.42,-.027,-.062,-.089,399,2,,"$676,841",2016
103,Vijay Singh,72,71.057,289.8,56.73,62.73,-.093,.222,.128,646,2,,"$1,210,104",2016
104,Seung-Yul Noh,85,71.061,295.3,49.12,64.54,.176,-.149,.026,454,1,,"$661,711",2016
105,Derek Fathauer,94,71.073,288.2,52.02,62.00,.353,-.752,-.399,633,1,,"$898,430",2016
106,Graham DeLaet,70,71.074,297.9,60.11,68.35,-.211,.283,.072,490,3,,"$908,557",2016
107,K.J. Choi,73,71.093,275.3,66.18,65.37,.352,-.174,.178,705,2,,"$1,328,448",2016
108,Scott Brown,88,71.098,292.5,63.65,65.03,.018,.125,.143,781,4,,"$1,143,452",2016
109,Chris Stroud,82,71.101,286.3,60.70,66.60,.150,-.029,.121,412,1,,"$599,176",2016
110,John Huh,86,71.104,284.7,68.30,66.21,-.209,.158,-.050,690,3,,"$1,007,219",2016
111,Danny Lee,93,71.118,286.6,64.05,63.95,-.207,.510,.302,699,2,,"$1,405,722",2016
112,Jason Bohn,67,71.126,276.3,67.56,66.33,.032,-.252,-.220,670,3,,"$1,369,705",2016
113,Bronson Burgoon,83,71.132,293.1,57.30,66.24,.015,-.217,-.202,428,,,"$557,020",2016
114,Anirban Lahiri,72,71.139,291.7,56.31,62.88,-.020,.088,.068,494,1,,"$835,171",2016
115,Andrew Landry,53,71.143,294.7,65.55,64.63,.654,-.694,-.040,217,1,,"$373,980",2016
116,Jon Curran,99,71.145,271.9,64.35,63.02,.407,-.354,.053,950,3,,"$1,902,481",2016
117,Henrik Norlander,71,71.157,288.1,63.39,68.24,.018,.049,.066,273,,,"$290,889",2016
118,Tyrone Van Aswegen,105,71.189,288.0,52.91,64.81,-.078,.024,-.054,658,2,,"$1,025,632",2016
119,Jonas Blixt,79,71.190,290.3,57.79,60.96,.520,-.621,-.101,576,2,,"$1,115,322",2016
120,Michael Kim,100,71.203,284.3,58.64,62.96,.277,-.366,-.089,500,,,"$664,539",2016
121,Michael Thompson,71,71.204,291.4,60.57,66.18,-.213,.141,-.072,340,1,,"$521,983",2016
122,Jim Herman,93,71.206,291.1,65.59,65.65,-.278,.098,-.180,"1,415",2,1,"$2,091,274",2016
123,Matt Jones,83,71.223,294.8,57.55,63.96,-.306,-.071,-.376,445,,,"$712,723",2016
124,Robert Streb,87,71.223,294.7,57.48,66.20,-.432,.555,.122,594,1,,"$1,003,363",2016
125,Brian Stuard,66,71.242,277.7,71.07,63.30,-.022,-.070,-.093,"1,040",1,1,"$1,666,014",2016
126,James Hahn,85,71.245,290.9,60.71,64.58,-.245,.001,-.244,"1,452",3,1,"$2,367,521",2016
127,Cameron Tringale,81,71.256,285.1,59.57,65.66,.057,-.081,-.024,539,1,,"$1,064,066",2016
128,Nick Taylor,83,71.281,296.2,57.21,65.82,-.154,.086,-.068,441,1,,"$628,756",2016
129,Ben Martin,92,71.282,288.8,62.14,66.73,.140,-.117,.023,901,2,,"$1,205,730",2016
130,Shawn Stefani,91,71.287,292.1,58.40,66.48,-.336,.191,-.144,481,1,,"$698,102",2016
131,Thomas Aiken,70,71.326,290.5,72.36,70.20,.006,.149,.156,268,,,"$347,686",2016
132,Kelly Kraft,63,71.333,289.8,60.36,67.42,.185,-.146,.039,273,1,,"$403,437",2016
133,FabiÃ¡n GÃ³mez,82,71.346,289.0,61.44,63.71,.213,-.249,-.037,"1,450",4,1,"$2,227,040",2016
134,Mark Hubbard,101,71.362,280.2,64.82,63.52,.272,-.487,-.216,503,,,"$642,942",2016
135,Ernie Els,66,71.371,292.8,52.93,61.20,.405,-.428,-.024,273,1,,"$559,024",2016
136,Morgan Hoffmann,71,71.372,294.4,57.80,63.27,.208,-.324,-.116,424,1,,"$717,890",2016
137,Dawie van der Walt,72,71.376,290.2,56.89,66.75,-.061,-.213,-.274,239,,,"$301,697",2016
138,Will MacKenzie,84,71.402,285.6,60.81,66.39,-.479,.176,-.304,317,1,,"$416,033",2016
139,Tyler Aldridge,83,71.412,285.2,57.95,65.54,-.129,-.110,-.240,384,,,"$517,738",2016
140,Luke Guthrie,57,71.416,289.3,55.53,63.13,.404,-.847,-.444,234,1,,"$427,442",2016
141,Andrew Loupe,75,71.423,309.3,45.56,63.41,.301,-.416,-.115,535,4,,"$1,075,276",2016
142,Sam Saunders,69,71.427,291.8,59.78,64.36,.060,-.293,-.232,324,2,,"$510,079",2016
143,Steve Wheatcroft,85,71.429,286.2,60.32,61.93,.153,-.375,-.221,400,2,,"$601,164",2016
144,Rob Oppenheim,67,71.435,281.2,55.28,63.58,-.046,-.276,-.322,300,1,,"$462,427",2016
145,Mark Wilson,66,71.436,274.7,66.20,64.96,-.155,-.399,-.554,225,,,"$306,866",2016
146,Camilo Villegas,83,71.440,287.0,52.18,62.10,.203,-.572,-.369,313,,,"$450,056",2016
147,Tom Hoge,81,71.444,289.5,55.81,62.48,-.069,-.254,-.323,349,2,,"$561,559",2016
148,Geoff Ogilvy,63,71.464,291.9,61.24,63.65,-.437,.249,-.187,283,1,,"$397,595",2016
149,Jeff Overton,69,71.466,285.0,59.25,63.85,-.416,-.076,-.492,289,1,,"$410,246",2016
150,Steve Marino,72,71.467,292.0,58.46,66.01,.045,-.503,-.458,429,2,,"$768,200",2016
151,Whee Kim,82,71.472,287.6,63.48,65.74,-.219,.010,-.209,444,2,,"$682,662",2016
152,Zac Blair,99,71.490,275.3,69.86,62.34,.195,-.565,-.370,557,2,,"$903,459",2016
153,Scott Pinckney,87,71.524,296.8,63.05,69.02,-.063,-.262,-.325,258,,,"$332,533",2016
154,Chad Collins,73,71.532,279.3,57.41,62.40,-.004,-.448,-.452,402,1,,"$734,548",2016
155,Chesson Hadley,81,71.541,296.5,56.58,65.26,-.165,-.047,-.213,293,,,"$503,993",2016
156,Brendon de Jonge,83,71.603,287.5,59.19,65.64,.156,-.489,-.332,304,,,"$415,583",2016
157,Rod Pampling,54,71.607,287.7,63.95,64.00,-.475,.049,-.426,122,,,"$142,433",2016
158,Jason Gore,78,71.627,289.2,63.63,66.52,-.079,-.453,-.532,307,,,"$416,654",2016
159,D.A. Points,55,71.655,282.3,59.47,65.36,-.596,.190,-.406,167,,,"$305,250",2016
